z,z_err_p,z_err_n,ratio,ratio_err_p,ratio_err_n
0.6176699026198331,0.08730316644803296,0.08730316644803296,0.13,0.09,0.08
0.9101355102207436,0.10912895806004119,0.10912895806004119,0.35,0.11,0.11
1.3182778133652977,0.15278054128405766,0.15278054128405766,0.59,0.13,0.11
1.8551922870207003,0.21825791612008238,0.21825791612008238,0.64,0.14,0.11
2.6409207850529968,0.21825791612008238,0.21825791612008238,0.64,0.15,0.15
